Site,Transect,Species,cm,rugosity,Diff,COT,
R,6,Porites rus,104,,89,,
R,6,Carbonate,112,,8,,
R,6,Porites rus,130,,18,,
R,6,Carbonate,125,,-5,,
R,6,Porites rus,140,,15,,
R,6,Carbonate,156,,16,,
R,6,Macroalgae Red Padina,163,,7,,
R,6,Porites rus,212,,49,,
R,6,Carbonate,228,,16,,
R,6,Macroalgae Red Padina,245,,17,,
R,6,Porites rus,257,,12,,
R,6,Carbonate,281,,24,,
R,6,Porites rus,397,,116,,
R,6,Macroalgae Red Padina,402,,5,,
R,6,Porites rus,415,,13,,
R,6,Macroalgae Red Padina,425,,10,,
R,6,Porites rus,435,,10,,
R,6,Porites cylindrica,463,,28,,
R,6,Carbonate,472,,9,,
R,6,Porites rus,493,,21,,
R,6,Carbonate,502,,9,,
R,6,Porites rus,510,,8,,
R,6,Carbonate,513,,3,,
R,6,Porites rus,571,,58,,
R,6,Carbonate,592,,21,,
R,6,Porites rus,604,,12,,
R,6,Porites rus,625,,21,,
R,6,Carbonate,628,,3,,
R,6,Porites rus,701,,73,,
R,6,Carbonate,704,,3,,
R,6,Porites cylindrica,725,,21,,
R,6,Porites rus,784,,59,,
R,6,Carbonate,789,,5,,
R,6,Porites rus,795,,6,,
R,6,Carbonate,803,,8,,
R,6,Porites rus,814,,11,,
R,6,Carbonate,819,,5,,
R,6,Porites rus,868,,49,,
R,6,Macroalgae Red Padina,872,,4,,
R,6,Porites rus,903,,31,,
R,6,Macroalgae Red Padina,925,,22,,
R,6,Porites rus,932,,7,,
R,6,Carbonate,941,,9,,
R,6,Porites rus,952,,11,,
R,6,Carbonate,964,,12,,
R,6,Porites rus,965,,1,,
R,6,Carbonate,1000,,35,,
L,1,Carbonate,42,6.1,42,,
L,1,Macroalgae Red Padina,45,,3,,
L,1,Carbonate,230,,185,,
L,1,Porites rus,242,,12,,
L,1,Carbonate,252,,10,,
L,1,Porites rus,289,,37,,
L,1,Carbonate,295,,6,,
L,1,Porites rus,342,,47,,
L,1,Carbonate,382,,40,,
L,1,Porites rus,410,,28,,
L,1,Carbonate,415,,5,,
L,1,Porites rus,422,,7,,
L,1,Carbonate,430,,8,,
L,1,Porites rus,435,,5,,
L,1,Carbonate,451,,16,,
L,1,Porites rus,455,,4,,
L,1,Carbonate,467,,12,,
L,1,Sand and Rubble,520,,53,,
L,1,Carbonate,525,,5,,
L,1,Porites rus,534,,9,,
L,1,Carbonate,542,,8,,
L,1,Porites rus,547,,5,,
L,1,Carbonate,551,,4,,
L,1,Porites rus,563,,12,,
L,1,Carbonate,575,,12,,
L,1,Macroalgae Red Padina,585,,10,,
L,1,Porites rus,587,,2,,
L,1,Carbonate,591,,4,,
L,1,Porites rus,613,,22,,
L,1,Porites cylindrica,682,,69,,
L,1,Carbonate,704,,22,,
L,1,Porites rus,725,,21,,
L,1,Sand and Rubble,905,,180,,
L,1,Porites rus,921,,16,,
L,1,Sand and Rubble,1000,,79,,
L,2,Porites cylindrica,29,7.1,29,,
L,2,Porites cylindrica,53,,24,,
L,2,Sand and Rubble,71,,18,,
L,2,Porites cylindrica,95,,24,,
L,2,Sand and Rubble,132,,37,,
L,2,Carbonate,173,,41,,
L,2,Porites rus,182,,9,,
L,2,Porites cylindrica,235,,53,,
L,2,Carbonate,305,,70,,
L,2,Sand and Rubble,345,,40,,
L,2,Porites rus,362,,17,,
L,2,Sand and Rubble,371,,9,,
L,2,Porites cylindrica,385,,14,,
L,2,Porites rus,407,,22,,
L,2,Sand and Rubble,415,,8,,
L,2,Porites rus,420,,5,,
L,2,Carbonate,435,,15,,
L,2,Porites rus,483,,48,,
L,2,Sand and Rubble,491,,8,,
L,2,Porites cylindrica,515,,24,,
L,2,Carbonate,522,,7,,
L,2,Porites cylindrica,706,,184,,
L,2,Sand and Rubble,735,,29,,
L,2,Porites cylindrica,741,,6,,
L,2,Carbonate,768,,27,,
L,2,Porites lobata,773,,5,,
L,2,Carbonate,789,,16,,
L,2,Porites lobata,792,,3,,
L,2,Carbonate,853,,61,,
L,2,Sand and Rubble,871,,18,,
L,2,Porites rus,874,,3,,
L,2,Carbonate,891,,17,,
L,2,Porites rus,926,,35,,
L,2,Sand and Rubble,941,,15,,
L,2,Porites rus,945,,4,,
L,2,Carbonate,953,,8,,
L,2,Porites rus,964,,11,,
L,2,Carbonate,982,,18,,
L,2,Porites rus,1000,,18,,
L,3,Porites rus,22,4.9,22,,
L,3,Carbonate,33,,11,,
L,3,Porites rus,54,,21,,
L,3,Porites cylindrica,75,,21,,
L,3,Carbonate,82,,7,,
L,3,Porites cylindrica,92,,10,,
L,3,Carbonate,122,,30,,
L,3,Porites cylindrica,133,,11,,
L,3,Carbonate,175,,42,,
L,3,Porites cylindrica,197,,22,,
L,3,Carbonate,210,,13,,
L,3,Porites cylindrica,225,,15,,
L,3,Sand and Rubble,245,,20,,
L,3,Porites cylindrica,415,,170,,
L,3,Sand and Rubble,480,,65,,
L,3,Carbonate,525,,45,,
L,3,Porites cylindrica,593,,68,,
L,3,Porites cylindrica,644,,51,,
L,3,Carbonate,671,,27,,
L,3,Porites rus,683,,12,,
L,3,Porites lobata,685,,2,,
L,3,Carbonate,705,,20,,
L,3,Porites rus,718,,13,,
L,3,Carbonate,789,,71,,
L,3,Porites rus,807,,18,,
L,3,Carbonate,841,,34,,
L,3,Porites rus,845,,4,,
L,3,Carbonate,865,,20,,
L,3,Porites cylindrica,873,,8,,
L,3,Carbonate,910,,37,,
L,3,Porites cylindrica,915,,5,,
L,3,Carbonate,922,,7,,
L,3,Porites cylindrica,943,,21,,
L,3,Carbonate,951,,8,,
L,3,Porites cylindrica,1000,,49,,
L,4,Porites rus,7,7,7,,
L,4,Carbonate,82,,75,,
L,4,Rubble,152,,70,,
L,4,Porites cylindrica,157,,5,,
L,4,Carbonate,192,,35,,
L,4,Porites cylindrica,197,,5,,
L,4,Carbonate,225,,28,,
L,4,Porites rus,239,,14,,
L,4,Porites cylindrica,245,,6,,
L,4,Porites rus,255,,10,,
L,4,Carbonate,268,,13,,
L,4,Porites rus,298,,30,,
L,4,Rubble,325,,27,,
L,4,Porites rus,335,,10,,
L,4,Porites cylindrica,342,,7,,
L,4,Porites rus,355,,13,,
L,4,Rubble,375,,20,,
L,4,Carbonate,405,,30,,
L,4,Porites cylindrica,415,,10,,
L,4,Carbonate,422,,7,,
L,4,Porites rus,434,,12,,
L,4,Carbonate,437,,3,,
L,4,Porites cylindrica,468,,31,,
L,4,Carbonate,475,,7,,
L,4,Porites rus,503,,28,,
L,4,Porites cylindrica,542,,39,,
L,4,Carbonate,545,,3,,
L,4,Porites cylindrica,644,,99,,
L,4,Carbonate,650,,6,,
L,4,Porites cylindrica,662,,12,,
L,4,Carbonate,683,,21,,
L,4,Sand and Rubble,718,,35,,
L,4,Porites rus,732,,14,,
L,4,Carbonate,772,,40,,
L,4,Porites cylindrica,778,,6,,
L,4,Carbonate,808,,30,,
L,4,Porites cylindrica,832,,24,,
L,4,Porites rus,843,,11,,
L,4,Carbonate,851,,8,,
L,4,Porites rus,855,,4,,
L,4,Carbonate,857,,2,,
L,4,Porites rus,902,,45,,
L,4,Carbonate,905,,3,,
L,4,Porites cylindrica,918,,13,,
L,4,Carbonate,937,,19,,
L,4,Porites cylindrica,941,,4,,
L,4,Sand and Rubble,977,,36,,
L,4,Porites rus,979,,2,,
L,4,Carbonate,982,,3,,
L,4,Porites cylindrica,997,,15,,
L,4,Sand and Rubble,1000,,3,,
L,5,Porites cylindrica,32,7.1,32,,
L,5,Carbonate,50,,18,,
L,5,Porites cylindrica,59,,9,,
L,5,Carbonate,79,,20,,
L,5,Porites cylindrica,88,,9,,
L,5,Carbonate,97,,9,,
L,5,Porites cylindrica,112,,15,,
L,5,Carbonate,120,,8,,
L,5,Porites cylindrica,151,,31,,
L,5,Sand and Rubble,192,,41,,
L,5,Porites cylindrica,195,,3,,
L,5,Sand and Rubble,210,,15,,
L,5,Carbonate,222,,12,,
L,5,Porites rus,234,,12,,
L,5,Porites cylindrica,259,,25,,
L,5,Carbonate,263,,4,,
L,5,Porites cylindrica,291,,28,,
L,5,Carbonate,295,,4,,
L,5,Porites rus,345,,50,,
L,5,Carbonate,363,,18,,
L,5,Porites cylindrica,385,,22,,
L,5,Carbonate,402,,17,,
L,5,Porites rus,417,,15,,
L,5,Porites cylindrica,428,,11,,
L,5,Porites rus,435,,7,,
L,5,Carbonate,448,,13,,
L,5,Porites cylindrica,449,,1,,
L,5,Carbonate,575,,126,,
L,5,Porites rus,591,,16,,
L,5,Carbonate,615,,24,,
L,5,Porites cylindrica,627,,12,,
L,5,Carbonate,655,,28,,
L,5,Porites cylindrica,675,,20,,
L,5,Carbonate,682,,7,,
L,5,Porites cylindrica,735,,53,,
L,5,Carbonate,750,,15,,
L,5,Porites cylindrica,765,,15,,
L,5,Sand and Rubble,770,,5,,
L,5,Porites rus,785,,15,,
L,5,Carbonate,801,,16,,
L,5,Porites rus,840,,39,,
L,5,Porites rus,1000,,160,,
L,6,Porites cylindrica,31,6.2,31,,
L,6,Porites lobata,65,,34,,
L,6,Porites cylindrica,144,,79,,
L,6,Sand and Rubble,203,,59,,
L,6,Porites lobata,272,,69,,
L,6,Carbonate,278,,6,,
L,6,Porites lobata,281,,3,,
L,6,Carbonate,305,,24,,
L,6,Sand and Rubble,351,,46,,
L,6,Porites lobata,492,,141,,
L,6,Carbonate,503,,11,,
L,6,Porites lobata,515,,12,,
L,6,Rubble,563,,48,,
L,6,Porites cylindrica,571,,8,,
L,6,Porites rus,574,,3,,
L,6,Porites lobata,603,,29,,
L,6,Macroalgae Codium,621,,18,,
L,6,Porites rus,635,,14,,
L,6,Carbonate,665,,30,,
L,6,Porites rus,692,,27,,
L,6,Macroalgae Codium,704,,12,,
L,6,Porites rus,715,,11,,
L,6,Sponge encrusting,732,,17,,
L,6,Carbonate,741,,9,,
L,6,Porites rus,771,,30,,
L,6,Carbonate,794,,23,,
L,6,Porites rus,802,,8,,
L,6,Porites rus,815,,13,,
L,6,Carbonate,840,,25,,
L,6,Porites rus,842,,2,,
L,6,Sponge ,858,,16,,
L,6,Carbonate,876,,18,,
L,6,Sponge,892,,16,,
L,6,Carbonate,945,,53,,
L,6,Sponge ,964,,19,,
L,6,Carbonate,970,,6,,
L,6,Porites rus,972,,2,,
L,6,Sand and Rubble,995,,23,,
L,6,Carbonate,1000,,5,,
N,1,Macroalgae Halimeda,32,7.9,32,,
N,1,Sand and Rubble,65,,33,,
N,1,Macroalgae Halimeda,122,,57,,
N,1,Carbonate,142,,20,,
N,1,Macroalgae Halimeda,340,,198,,
N,1,Physogyra,365,,25,,
N,1,Macroalgae Halimeda,430,,65,,
N,1,Sand,572,,142,,
N,1,Macroalgae Halimeda,955,,383,,
N,1,Sand,1000,,45,,
N,2,Millepora tenella,2,6.6,2,,
N,2,Pavona varians,12,,10,,
N,2,Macroalgae Halimeda,83,,71,,
N,2,Carbonate,110,,27,,
N,2,Macroalgae Halimeda,235,,125,,
N,2,Millepora tenella,306,,71,,
N,2,Carbonate,350,,44,,
N,2,Millepora tenella,392,,42,,
N,2,Macroalgae Halimeda,405,,13,,
N,2,Millepora tenella,415,,10,,
N,2,Carbonate,502,,87,,
N,2,Macroalgae Halimeda,552,,50,,
N,2,Millepora tenella,560,,8,,
N,2,Macroalgae Halimeda,580,,20,,
N,2,Carbonate,605,,25,,
N,2,Sand and Rubble,735,,130,,
N,2,Soft coral Sarcophyton,744,,9,,
N,2,Carbonate,775,,31,,
N,2,Macroalgae Halimeda,782,,7,,
N,2,Carbonate,812,,30,,
N,2,Physogyra,877,,65,,
N,2,Carbonate,879,,2,,
N,2,Symphyllia recta,902,,23,,
N,2,Macroalgae Halimeda,1000,,98,,
N,3,Macroalgae Halimeda,105,,105,,
N,3,Sand,115,,10,,
N,3,Macroalgae Halimeda,149,,34,,
N,3,Carbonate,162,,13,,
N,3,Macroalgae Halimeda,230,,68,,
N,3,Carbonate,239,,9,,
N,3,Macroalgae Halimeda,291,,52,,
N,3,Carbonate,302,,11,,
N,3,Macroalgae Halimeda,375,,73,,
N,3,Carbonate,387,,12,,
N,3,Physogyra,435,,48,,
N,3,Sand,467,,32,,
N,3,Physogyra,509,,42,,
N,3,Macroalgae Halimeda,541,,32,,
N,3,Symphyllia recta,562,,21,,
N,3,Symphyllia recta,574,,12,,
N,3,Carbonate,620,,46,,
N,3,Physogyra,672,,52,,
N,3,Pocillopora damicornis,702,,30,,
N,3,Physogyra,823,,121,,
N,3,Macroalgae Halimeda,912,,89,,
N,3,Sand,921,,9,,
N,3,Macroalgae Halimeda,946,,25,,
N,3,Carbonate,963,,17,,
N,3,Macroalgae Halimeda,1000,,37,,
N,4,Macroalgae Halimeda,45,7.7,45,,
N,4,Carbonate,52,,7,,
N,4,Macroalgae Halimeda,142,,90,,
N,4,Carbonate,145,,3,,
N,4,Macroalgae Halimeda,160,,15,,
N,4,Montipora encrusting,164,,4,,
N,4,Macroalgae Halimeda,178,,14,,
N,4,Physogyra,268,,90,,
N,4,Macroalgae Halimeda,291,,23,,
N,4,Porites rus,302,,11,,
N,4,Macroalgae Halimeda,315,,13,,
N,4,Porites rus,320,,5,,
N,4,Carbonate,335,,15,,
N,4,Macroalgae Halimeda,341,,6,,
N,4,Carbonate,357,,16,,
N,4,Macroalgae Halimeda,375,,18,,
N,4,Porites rus,402,,27,,
N,4,Carbonate,420,,18,,
N,4,Sand,430,,10,,
N,4,Soft coral Sarcophyton,491,,61,,
N,4,Sand,495,,4,,
N,4,Carbonate,520,,25,,
N,4,Macroalgae Halimeda,545,,25,,
N,4,Sand,550,,5,,
N,4,Porites rus,554,,4,,
N,4,Macroalgae Halimeda,570,,16,,
N,4,Sand,595,,25,,
N,4,Macroalgae Halimeda,612,,17,,
N,4,Porites lobata,620,,8,,
N,4,Macroalgae Halimeda,772,,152,,
N,4,Porites rus,775,,3,,
N,4,Carbonate,802,,27,,
N,4,Macroalgae Halimeda,821,,19,,
N,4,Carbonate,863,,42,,
N,4,Macroalgae Halimeda,890,,27,,
N,4,Carbonate,925,,35,,
N,4,Physogyra,1000,,75,,
N,5,Carbonate,17,6.3,17,,
N,5,Macroalgae Halimeda,45,,28,,
N,5,Physogyra,97,,52,,
N,5,Carbonate,112,,15,,
N,5,Macroalgae Halimeda,182,,70,,
N,5,Carbonate,211,,29,,
N,5,Dead Pachyseris speciosa,355,,144,,
N,5,Pavona maldivensis,446,,91,,
N,5,Macroalgae Halimeda,510,,64,,
N,5,Millepora tenella,530,,20,,
N,5,Macroalgae Halimeda,552,,22,,
N,5,Porites lobata,610,,58,,
N,5,Macroalgae Halimeda,665,,55,,
N,5,Millepora tenella,675,,10,,
N,5,Macroalgae Halimeda,695,,20,,
N,5,Sand,750,,55,,
N,5,Porites lobata,762,,12,,
N,5,Sand,772,,10,,
N,5,Macroalgae Halimeda,780,,8,,
N,5,Sand,795,,15,,
N,5,Macroalgae Halimeda,812,,17,,
N,5,Porites lobata,872,,60,,
N,5,Carbonate,891,,19,,
N,5,Porites lobata,945,,54,,
N,5,Macroalgae Halimeda,966,,21,,
N,5,Carbonate,1000,,34,,
N,6,Macroalgae Halimeda,8,7.4,8,,
N,6,Carbonate,45,,37,,
N,6,Millepora tenella,61,,16,,
N,6,Porites lobata,85,,24,,
N,6,Sand,115,,30,,
N,6,Macroalgae Halimeda,153,,38,,
N,6,Millepora tenella,175,,22,,
N,6,Carbonate,205,,30,,
N,6,Millepora tenella,275,,70,,
N,6,Carbonate,280,,5,,
N,6,Sand,305,,25,,
N,6,Macroalgae Halimeda,340,,35,,
N,6,Physogyra,352,,12,,
N,6,Macroalgae Halimeda,365,,13,,
N,6,Sand,385,,20,,
N,6,Macroalgae Halimeda,430,,45,,
N,6,Sand,440,,10,,
N,6,Macroalgae Halimeda,450,,10,,
N,6,Sand,475,,25,,
N,6,Macroalgae Halimeda,492,,17,,
N,6,Sand,512,,20,,
N,6,Macroalgae Halimeda,522,,10,,
N,6,Sand,530,,8,,
N,6,Millepora tenella,745,,215,,
N,6,Carbonate,772,,27,,
N,6,Soft coral Sarcophyton,804,,32,,
N,6,Macroalgae Halimeda,890,,86,,
N,6,Sand,1000,,110,,
F,1,Carbonate,32,9,32,,
F,1,Macroalgae Halimeda,97,,65,,
F,1,Carbonate,135,,38,,
F,1,Macroalgae Halimeda,140,,5,,
F,1,COR,210,,70,,
F,1,COR,225,,15,,
F,1,Carbonate,265,,40,,
F,1,Macroalgae Halimeda,321,,56,,
F,1,Carbonate,350,,29,,
F,1,COR,362,,12,,
F,1,Carbonate,436,,74,,
F,1,Macroalgae Halimeda,515,,79,,
F,1,Carbonate,550,,35,,
F,1,Macroalgae Halimeda,557,,7,,
F,1,Carbonate,580,,23,,
F,1,Macroalgae Halimeda,592,,12,,
F,1,Carbonate,645,,53,,
F,1,Macroalgae Halimeda,652,,7,,
F,1,Carbonate,752,,100,,
F,1,COR,842,,90,,
F,1,Carbonate,863,,21,,
F,1,Macroalgae Halimeda,923,,60,,
F,1,Carbonate,971,,48,,
F,1,Macroalgae Halimeda,1000,,29,,
F,2,Carbonate,25,8.9,25,,
F,2,Macroalgae Halimeda,28,,3,,
F,2,Dead Acropora robusta,95,,67,,
F,2,Macroalgae Halimeda,119,,24,,
F,2,COR,135,,16,,
F,2,Macroalgae Halimeda,168,,33,,
F,2,COR,187,,19,,
F,2,Macroalgae Halimeda,203,,16,,
F,2,Carbonate,212,,9,,
F,2,COR,235,,23,,
F,2,Macroalgae Halimeda,247,,12,,
F,2,Carbonate,253,,6,,
F,2,Macroalgae Halimeda,271,,18,,
F,2,Carbonate,280,,9,,
F,2,Macroalgae Halimeda,425,,145,,
F,2,Dead Acropora robusta,588,,163,,
F,2,COR,589,,1,,
F,2,Carbonate,625,,36,,
F,2,Dead Acropora robusta,705,,80,,
F,2,COR,712,,7,,
F,2,Carbonate,775,,63,,
F,2,Macroalgae Halimeda,802,,27,,
F,2,Carbonate,850,,48,,
F,2,Macroalgae Halimeda,858,,8,,
F,2,Carbonate,895,,37,,
F,2,Macroalgae Halimeda,912,,17,,
F,2,COR,965,,53,,
F,2,Macroalgae Halimeda,1000,,35,,
F,3,Dead Acropora robusta,35,9,55,,
F,3,COR,43,,8,,
F,3,Dead Acropora robusta,120,,77,,
F,3,Dead Acropora robusta,185,,65,,
F,3,Macroalgae Halimeda,220,,35,,
F,3,Dead Acropora robusta,345,,125,,
F,3,Dead Acropora robusta,470,,125,,
F,3,Carbonate,485,,15,,
F,3,Macroalgae Halimeda,505,,20,,
F,3,Dead Acropora robusta,652,,147,,
F,3,Dead Acropora hyacinthus,725,,73,,
F,3,Dead Acropora robusta,864,,139,,
F,3,Carbonate,880,,16,,
F,3,Macroalgae Halimeda,915,,35,,
F,3,Carbonate,1000,,85,,
F,4,Carbonate,34,9,34,,
F,4,Macroalgae Halimeda,36,,2,,
F,4,Carbonate,145,,109,,
F,4,Macroalgae Halimeda,152,,7,,
F,4,Carbonate,158,,6,,
F,4,Dead Acropora robusta,295,,137,,
F,4,Macroalgae Halimeda,337,,42,,
F,4,Heliofungia,341,,4,,
F,4,COR,482,,141,,
F,4,Galaxea fascicularis,495,,13,,
F,4,COR,503,,8,,
F,4,Carbonate,525,,22,,
F,4,Montipora encrusting,530,,5,,
F,4,Carbonate,565,,35,,
F,4,COR,580,,15,,
F,4,Carbonate,612,,32,,
F,4,Hydnophora microconus,621,,9,,
F,4,COR,635,,14,,
F,4,Carbonate,662,,27,,
F,4,Macroalgae Halimeda,687,,25,,
F,4,COR,732,,45,,
F,4,Carbonate,780,,48,,
F,4,Macroalgae Halimeda,805,,25,,
F,4,COR,827,,22,,
F,4,Macroalgae Halimeda,890,,63,,
F,4,COR,902,,12,,
F,4,Dead Acropora robusta,1000,,98,,
F,5,Macroalgae Halimeda,53,9,53,,
F,5,Carbonate,58,,5,,
F,5,Macroalgae Halimeda,125,,67,,
F,5,Carbonate,132,,7,,
F,5,Macroalgae Halimeda,145,,13,,
F,5,Carbonate,152,,7,,
F,5,COR,185,,33,,
F,5,Dead Acropora robusta,225,,40,,
F,5,Macroalgae Halimeda,261,,36,,
F,5,Carbonate,270,,9,,
F,5,COR,291,,21,,
F,5,Carbonate,350,,59,,
F,5,COR,369,,19,,
F,5,Carbonate,422,,53,,
F,5,COR,451,,29,,
F,5,Dead Acropora hyacinthus,485,,34,,
F,5,Dead Acropora robusta,603,,118,,
F,5,Macroalgae Halimeda,651,,48,,
F,5,Carbonate,685,,34,,
F,5,Macroalgae Halimeda,701,,16,,
F,5,Carbonate,720,,19,,
F,5,Macroalgae Halimeda,735,,15,,
F,5,Hydnophora microconus,742,,7,,
F,5,Carbonate,784,,42,,
F,5,Hydnophora microconus,785,,1,,
F,5,Carbonate,812,,27,,
F,5,Platygyra sinensis,825,,13,,
F,5,Carbonate,831,,6,,
F,5,Montipora encrusting,837,,6,,
F,5,Macroalgae Halimeda,870,,33,,
F,5,COR,882,,12,,
F,5,Carbonate,980,,98,,
F,5,Montipora encrusting,983,,3,,
F,5,Carbonate,1000,,17,,
F,6,Macroalgae Halimeda,12,8.7,12,,
F,6,Carbonate,51,,39,,
F,6,Macroalgae Halimeda,64,,13,,
F,6,Carbonate,92,,28,,
F,6,Porites vaughani,95,,3,,
F,6,Carbonate,175,,80,,
F,6,COR,275,,100,,
F,6,Carbonate,301,,26,,
F,6,Macroalgae Halimeda,315,,14,,
F,6,Dead Acropora robusta,425,,110,,
F,6,Macroalgae Halimeda,451,,26,,
F,6,Dead Acropora robusta,462,,11,,
F,6,Carbonate,473,,11,,
F,6,Montipora encrusting,481,,8,,
F,6,Carbonate,542,,61,,
F,6,COR,565,,23,,
F,6,Carbonate,615,,50,,
F,6,COR,635,,20,,
F,6,Carbonate,682,,47,,
F,6,Acropora austera,705,,23,,
F,6,Macroalgae Halimeda,731,,26,,
F,6,Carbonate,755,,24,,
F,6,COR,802,,47,,
F,6,Macroalgae Halimeda,804,,2,,
F,6,COR,825,,21,,
F,6,Goniastrea retiformis,841,,16,,
F,6,COR,872,,31,,
F,6,Carbonate,875,,3,,
F,6,COR,895,,20,,
F,6,Carbonate,905,,10,,
F,6,Galaxea fascicularis,908,,3,,
F,6,COR,922,,14,,
F,6,Porites annae,926,,4,,
F,6,COR,935,,9,,
F,6,Goniastrea retiformis,972,,37,,
F,6,Dead Acropora robusta,985,,13,,
F,6,Acropora danai,1000,,15,,
U,1,Porites rus,36,7.7,45,,
U,1,Macroalgae Dictyota,45,,9,,
U,1,Porites cylindrica,83,,38,,
U,1,Carbonate,102,,19,,
U,1,Porites rus,145,,43,,
U,1,Porites cylindrica,205,,60,,
U,1,Porites rus,222,,17,,
U,1,Porites cylindrica,265,,43,,
U,1,Carbonate,285,,20,,
U,1,Porites cylindrica,292,,7,,
U,1,Carbonate,315,,23,,
U,1,Macroalgae Dictyota,324,,9,,
U,1,Porites cylindrica,326,,2,,
U,1,Carbonate,350,,24,,
U,1,Porites rus,362,,12,,
U,1,Carbonate,374,,12,,
U,1,Macroalgae Dictyota,383,,9,,
U,1,Porites cylindrica,495,,112,,
U,1,Macroalgae Dictyota,512,,17,,
U,1,Porites cylindrica,550,,38,,
U,1,Carbonate,571,,21,,
U,1,Porites cylindrica,611,,40,,
U,1,Carbonate,634,,23,,
U,1,Porites cylindrica,662,,28,,
U,1,Carbonate,681,,19,,
U,1,Porites cylindrica,713,,32,,
U,1,Porites rus,730,,17,,
U,1,Carbonate,735,,5,,
U,1,Porites rus,744,,9,,
U,1,Carbonate,752,,8,,
U,1,Porites cylindrica,762,,10,,
U,1,Porites rus,771,,9,,
U,1,Porites cylindrica,779,,8,,
U,1,Carbonate,784,,5,,
U,1,Porites rus,810,,26,,
U,1,Porites cylindrica,825,,15,,
U,1,Porites rus,850,,25,,
U,1,Porites cylindrica,965,,115,,
U,1,Carbonate,975,,10,,
U,1,Porites cylindrica,1000,,25,,
U,2,Porites rus,11,6.9,11,,
U,2,Porites cylindrica,46,,35,,
U,2,Carbonate,85,,39,,
U,2,Porites cylindrica,110,,25,,
U,2,Porites rus,155,,45,,
U,2,Carbonate,175,,20,,
U,2,Porites rus,184,,9,,
U,2,Carbonate,195,,11,,
U,2,Porites cylindrica,225,,30,,
U,2,Porites rus,258,,33,,
U,2,Carbonate,285,,27,,
U,2,Porites cylindrica,287,,2,,
U,2,Porites rus,293,,6,,
U,2,Carbonate,334,,41,,
U,2,Porites cylindrica,365,,31,,
U,2,Porites rus,425,,60,,
U,2,Porites cylindrica,475,,50,,
U,2,Porites rus,497,,22,,
U,2,Carbonate,509,,12,,
U,2,Porites rus,525,,16,,
U,2,Carbonate,559,,34,,
U,2,Porites rus,567,,8,,
U,2,Porites cylindrica,602,,35,,
U,2,Porites rus,613,,11,,
U,2,Carbonate,684,,71,,
U,2,Porites rus,732,,48,,
U,2,Porites cylindrica,748,,16,,
U,2,Porites rus,814,,66,,
U,2,Porites cylindrica,865,,51,,
U,2,Carbonate,872,,7,,
U,2,Porites cylindrica,883,,11,,
U,2,Carbonate,905,,22,,
U,2,Porites cylindrica,1000,,95,,
U,3,Porites cylindrica,51,7.6,51,,
U,3,Carbonate,62,,11,,
U,3,Porites cylindrica,68,,6,,
U,3,Carbonate,75,,7,,
U,3,Porites cylindrica,85,,10,,
U,3,Porites rus,92,,7,,
U,3,Carbonate,125,,33,,
U,3,Porites rus,133,,8,,
U,3,Carbonate,137,,4,,
U,3,Porites rus,142,,5,,
U,3,Carbonate,174,,32,,
U,3,Porites rus,195,,21,,
U,3,Carbonate,214,,19,,
U,3,Porites rus,225,,11,,
U,3,Carbonate,240,,15,,
U,3,Porites rus,255,,15,,
U,3,Carbonate,256,,1,,
U,3,Porites cylindrica,270,,14,,
U,3,Porites rus,273,,3,,
U,3,Porites cylindrica,280,,7,,
U,3,Porites rus,295,,15,,
U,3,Porites cylindrica,310,,15,,
U,3,Carbonate,315,,5,,
U,3,Porites rus,322,,7,,
U,3,Carbonate,340,,18,,
U,3,Porites rus,347,,7,,
U,3,Carbonate,352,,5,,
U,3,Porites rus,358,,6,,
U,3,Carbonate,362,,4,,
U,3,Porites rus,367,,5,,
U,3,Carbonate,378,,11,,
U,3,Porites cylindrica,402,,24,,
U,3,Carbonate,430,,28,,
U,3,Porites cylindrica,463,,33,,
U,3,Porites rus,480,,17,,
U,3,Carbonate,496,,16,,
U,3,Porites rus,549,,53,,
U,3,Carbonate,570,,21,,
U,3,Porites cylindrica,602,,32,,
U,3,Porites rus,615,,13,,
U,3,Porites cylindrica,902,,287,,
U,3,Carbonate,921,,19,,
U,3,Macroalgae Dictyota,931,,10,,
U,3,Carbonate,947,,16,,
U,3,Porites cylindrica,1000,,53,,
U,4,Porites cylindrica,3,8.2,3,,
U,4,Carbonate,10,,7,,
U,4,Porites cylindrica,44,,34,,
U,4,Macroalgae Stypopodium,67,,23,,
U,4,Carbonate,113,,46,,
U,4,Porites cylindrica,122,,9,,
U,4,Macroalgae Stypopodium,130,,8,,
U,4,Porites cylindrica,138,,8,,
U,4,Porites rus,152,,14,,
U,4,Macroalgae Stypopodium,164,,12,,
U,4,Carbonate,205,,41,,
U,4,Porites cylindrica,207,,2,,
U,4,Macroalgae Stypopodium,215,,8,,
U,4,Carbonate,258,,43,,
U,4,Porites cylindrica,265,,7,,
U,4,Porites rus,353,,88,,
U,4,Carbonate,360,,7,,
U,4,Porites cylindrica,371,,11,,
U,4,Porites rus,405,,34,,
U,4,Macroalgae Stypopodium,412,,7,,
U,4,Porites cylindrica,435,,23,,
U,4,Macroalgae Stypopodium,451,,16,,
U,4,Porites cylindrica,472,,21,,
U,4,Carbonate,485,,13,,
U,4,Porites cylindrica,516,,31,,
U,4,Porites rus,537,,21,,
