Site,Transect,Species,cm,rugosity,Diff,COT
Q,2,Heliopora coerulea,995,,10,
Q,2,Carbonate,1000,,5,
Q,3,Heliopora coerulea,12,7.3,12,
Q,3,Sponge encrusting,15,,3,
Q,3,Carbonate,20,,5,
Q,3,Galaxea fascicularis,36,,16,
Q,3,Carbonate,55,,19,
Q,3,Sponge encrusting,79,,24,
Q,3,Carbonate,85,,6,
Q,3,Halimeda,103,,18,
Q,3,Carbonate,105,,2,
Q,3,Sponge encrusting,129,,24,
Q,3,Porites lobata,138,,9,
Q,3,Carbonate,149,,11,
Q,3,Heliopora coerulea,152,,3,
Q,3,Favites abdita,159,,7,
Q,3,Heliopora coerulea,163,,4,
Q,3,Carbonate,179,,16,
Q,3,Heliopora coerulea,182,,3,
Q,3,Carbonate,210,,28,
Q,3,Heliopora coerulea,225,,15,
Q,3,Carbonate,235,,10,
Q,3,Coralline algae Porolithon,252,,17,
Q,3,Carbonate,276,,24,
Q,3,Goniastrea retiformis,280,,4,
Q,3,Coralline algae,290,,10,
Q,3,Coralline algae Porolithon,302,,12,
Q,3,Platygyra sinensis,315,,13,
Q,3,Coralline algae,324,,9,
Q,3,Sponge encrusting,342,,18,
Q,3,Carbonate,375,,33,
Q,3,Coralline algae,411,,36,
Q,3,Galaxea fascicularis,422,,11,
Q,3,Sponge encrusting,465,,43,
Q,3,Heliopora coerulea,471,,6,
Q,3,Carbonate,502,,31,
Q,3,Porites lobata,516,,14,
Q,3,Carbonate,553,,37,
Q,3,Goniastrea retiformis,565,,12,
Q,3,Sponge encrusting,595,,30,
Q,3,Heliopora coerulea,635,,40,
Q,3,Favites abdita,637,,2,
Q,3,Coralline algae,645,,8,
Q,3,Carbonate,653,,8,
Q,3,Heliopora coerulea,658,,5,
Q,3,Galaxea fascicularis,665,,7,
Q,3,Carbonate,680,,15,
Q,3,Soft coral Sinularia,692,,12,
Q,3,Coralline algae Porolithon,705,,13,
Q,3,Leptoria phrygia,729,,24,
Q,3,Coralline algae,735,,6,
Q,3,Cliona boring sponge,742,,7,
Q,3,Coralline algae Porolithon,758,,16,
Q,3,Carbonate,802,,44,
Q,3,Heliopora coerulea,815,,13,
Q,3,Carbonate,825,,10,
Q,3,Echinopora lamellosa,841,,16,
Q,3,Galaxea fascicularis,847,,6,
Q,3,Carbonate,855,,8,
Q,3,Heliopora coerulea,868,,13,
Q,3,Carbonate,885,,17,
Q,3,Heliopora coerulea,895,,10,
Q,3,Carbonate,920,,25,
Q,3,Galaxea fascicularis,927,,7,
Q,3,Carbonate,935,,8,
Q,3,Galaxea fascicularis,943,,8,
Q,3,Heliopora coerulea,945,,2,
Q,3,Carbonate,975,,30,
Q,3,Sponge encrusting,1000,,25,
Q,4,Sponge encrusting,18,7.4,18,
Q,4,Heliopora coerulea,22,,4,
Q,4,Carbonate,71,,49,
Q,4,Porites lichen,79,,8,
Q,4,Dead Goniastrea retiformis,101,,22,
Q,4,Carbonate,119,,18,
Q,4,Platygyra pini,127,,8,
Q,4,Porites rus,128,,1,
Q,4,Carbonate,153,,25,
Q,4,Halimeda,162,,9,
Q,4,Carbonate,191,,29,
Q,4,Goniastrea retiformis,205,,14,
Q,4,Carbonate,211,,6,
Q,4,Porites rus,223,,12,
Q,4,Coralline algae,275,,52,
Q,4,Dead Goniastrea retiformis,279,,4,
Q,4,Halimeda,284,,5,
Q,4,Coralline algae,305,,21,
Q,4,Coralline algae Porolithon,365,,60,
Q,4,Carbonate,370,,5,
Q,4,Porites rus,375,,5,
Q,4,Sponge encrusting,379,,4,
Q,4,Coralline algae Porolithon,389,,10,
Q,4,Sponge encrusting,420,,31,
Q,4,Galaxea fascicularis,426,,6,
Q,4,Heliopora coerulea,435,,9,
Q,4,Carbonate,455,,20,
Q,4,Heliopora coerulea,482,,27,
Q,4,Carbonate,485,,3,
Q,4,Porites rus,489,,4,
Q,4,Coralline algae,503,,14,
Q,4,Heliopora coerulea,540,,37,
Q,4,Dead Acropora,551,,11,
Q,4,Coralline algae,585,,34,
Q,4,Dead Acropora,592,,7,
Q,4,Dead Acropora,531,,-61,
Q,4,Porites rus,635,,104,
Q,4,Carbonate,645,,10,
Q,4,Porites rus,652,,7,
Q,4,Carbonate,660,,8,
Q,4,Leptoria phrygia,689,,29,
Q,4,Coralline algae,703,,14,
Q,4,Sponge encrusting,715,,12,
Q,4,Coralline algae,742,,27,
Q,4,Sponge,745,,3,
Q,4,Physogyra lichtensteini,752,,7,
Q,4,Cyphastrea chalcidicum,769,,17,
Q,4,Coralline algae Porolithon,780,,11,
Q,4,Sponge encrusting,810,,30,
Q,4,Coralline algae,830,,20,
Q,4,Carbonate,852,,22,
Q,4,Porites lichen,861,,9,
Q,4,Coralline algae,872,,11,
Q,4,Carbonate,893,,21,
Q,4,Sponge encrusting,943,,50,
Q,4,Heliopora coerulea,947,,4,
Q,4,Sponge encrusting,962,,15,
Q,4,Heliopora coerulea,975,,13,
Q,4,Carbonate,990,,15,
Q,4,Soft coral Sinularia,1000,,10,
Q,5,Favites pentagona,12,7.5,12,
Q,5,Carbonate,22,,10,
Q,5,Soft coral Sinularia,61,,39,
Q,5,Leptoria phrygia,85,,24,
Q,5,Sponge encrusting,115,,30,
Q,5,Platygyra sinensis,119,,4,
Q,5,Sponge encrusting,125,,6,
Q,5,Soft coral Sinularia,132,,7,
Q,5,Carbonate,135,,3,
Q,5,Soft coral Sinularia,152,,17,
Q,5,Pavona explanulata,165,,13,
Q,5,Soft coral Sinularia,167,,2,
Q,5,Coralline algae,174,,7,
Q,5,Heliopora coerulea,182,,8,
Q,5,Carbonate,184,,2,
Q,5,Heliopora coerulea,192,,8,
Q,5,Carbonate,204,,12,
Q,5,Heliopora coerulea,205,,1,
Q,5,Carbonate,215,,10,
Q,5,Soft coral Sinularia,225,,10,
Q,5,Carbonate,280,,55,
Q,5,Goniastrea retiformis,283,,3,
Q,5,Carbonate,295,,12,
Q,5,Coralline algae Porolithon,305,,10,
Q,5,Carbonate,312,,7,
Q,5,Coralline algae Porolithon,325,,13,
Q,5,Carbonate,351,,26,
Q,5,Coralline algae Porolithon,385,,34,
Q,5,Favites abdita,395,,10,
Q,5,Coralline algae Porolithon,398,,3,
Q,5,Favites pectinata,405,,7,
Q,5,Coralline algae Porolithon,435,,30,
Q,5,Leptoria phrygia,447,,12,
Q,5,Carbonate,452,,5,
Q,5,Leptoria phrygia,455,,3,
Q,5,Carbonate,463,,8,
Q,5,Leptoria phrygia,485,,22,
Q,5,Carbonate,505,,20,
Q,5,Heliopora coerulea,535,,30,
Q,5,Porites rus,548,,13,
Q,5,Heliopora coerulea,583,,35,
Q,5,Carbonate,593,,10,
Q,5,Heliopora coerulea,602,,9,
Q,5,Carbonate,607,,5,
Q,5,Heliopora coerulea,665,,58,
Q,5,Soft coral Sinularia,672,,7,
Q,5,Coralline algae,695,,23,
Q,5,Soft coral Sinularia,715,,20,
Q,5,Heliopora coerulea,722,,7,
Q,5,Carbonate,980,,258,
Q,5,Coralline algae,1000,,20,
Q,6,Coralline algae,33,7.5,33,
Q,6,Goniastrea retiformis,62,,29,
Q,6,Coralline algae,72,,10,
Q,6,Favites abdita,75,,3,
Q,6,Coralline algae,118,,43,
Q,6,Coralline algae Porolithon,137,,19,
Q,6,Coralline algae,224,,87,
Q,6,Heliopora coerulea,255,,31,
Q,6,Carbonate,263,,8,
Q,6,Porites lobata,288,,25,
Q,6,Coralline algae,341,,53,
Q,6,Leptoria phrygia,345,,4,
Q,6,Coralline algae,352,,7,
Q,6,Leptoria phrygia,365,,13,
Q,6,Coralline algae,405,,40,
Q,6,Coralline algae Porolithon,417,,12,
Q,6,Platygyra sinensis,452,,35,
Q,6,Carbonate,515,,63,
Q,6,Heliopora coerulea,522,,7,
Q,6,Coralline algae,556,,34,
Q,6,Coralline algae Porolithon,575,,19,
Q,6,Acropora recruit,578,,3,
Q,6,Coralline algae Porolithon,652,,74,
Q,6,Goniastrea retiformis,654,,2,
Q,6,Coralline algae Porolithon,659,,5,
Q,6,Coralline algae,675,,16,
Q,6,Porites lichen,689,,14,
Q,6,Coralline algae,690,,1,
Q,6,Goniastrea retiformis,702,,12,
Q,6,Porites lichen,707,,5,
Q,6,Coralline algae Porolithon,725,,18,
Q,6,Leptoria phrygia,785,,60,
Q,6,Coralline algae,882,,97,
Q,6,Hydnophora microconus,883,,1,
Q,6,Coralline algae,914,,31,
Q,6,Leptoria phrygia,923,,9,
Q,6,Carbonate,937,,14,
Q,6,Leptoria phrygia,942,,5,
Q,6,Carbonate,971,,29,
Q,6,Galaxea fascicularis,975,,4,
Q,6,Coralline algae Porolithon,982,,7,
Q,6,Favites pentagona,996,,14,
Q,6,Carbonate,1000,,4,
F,1,Carbonate,52,7,52,
F,1,Porites lobata,138,,86,3
F,1,Carbonate,180,,42,
F,1,Porites lobata,271,,91,
F,1,Coralline algae,275,,4,
F,1,Porites lobata,291,,16,
F,1,Coralline algae,305,,14,
F,1,Carbonate,325,,20,
F,1,Porites lobata,381,,56,
F,1,Coralline algae,415,,34,
F,1,Porites lobata,418,,3,
F,1,Coralline algae,436,,18,
F,1,Porites lobata,474,,38,
F,1,Carbonate,512,,38,
F,1,Porites lobata,583,,71,
F,1,Carbonate,703,,120,
F,1,Coralline algae,718,,15,
F,1,Halimeda,752,,34,
F,1,Leptoria phrygia,774,,22,
F,1,Sponge encrusting,792,,18,
F,1,Coralline algae,802,,10,
F,1,Carbonate,975,,173,
F,1,Porites lobata,983,,8,
F,1,Carbonate,1000,,17,
F,2,Carbonate,22,7.6,22,2
F,2,Leptoria phrygia,67,,45,
F,2,Carbonate,102,,35,
F,2,Sand and Rubble,105,,3,
F,2,Carbonate,109,,4,
F,2,Porites lobata,112,,3,
F,2,Carbonate,115,,3,
F,2,Platygyra sinensis,131,,16,
F,2,Platygyra sinensis,142,,11,
F,2,Carbonate,172,,30,
F,2,Sand and Rubble,185,,13,
F,2,Carbonate,202,,17,
F,2,Sponge encrusting,215,,13,
F,2,Carbonate,225,,10,
F,2,Porites lichen,235,,10,
F,2,Carbonate,261,,26,
F,2,Dead Platygrya sinensis,391,,130,
F,2,Porites lichen,403,,12,
F,2,Carbonate,425,,22,
F,2,Porites rus,451,,26,
F,2,Platygyra sinensis,463,,12,
F,2,Dead Platygrya sinensis,496,,33,
F,2,Carbonate,502,,6,
F,2,Porites rus,508,,6,
F,2,Carbonate,532,,24,
F,2,Porites lichen,539,,7,
F,2,Carbonate,565,,26,
F,2,Porites lichen,593,,28,
F,2,Porites rus,620,,27,
F,2,Porites lichen,625,,5,
F,2,Carbonate,653,,28,
F,2,Halimeda,659,,6,
F,2,Carbonate,755,,96,
F,2,Sponge encrusting,763,,8,
F,2,Coralline algae,920,,157,
F,2,Porites rus,943,,23,
F,2,Halimeda,951,,8,
F,2,Carbonate,963,,12,
F,2,Heliopora coerulea,978,,15,
F,2,Leptoria phrygia,1000,,22,
F,3,Coralline algae,12,7.5,12,
F,3,Leptoria phrygia,23,,11,
F,3,Carbonate,79,,56,
F,3,Cliona boring sponge,105,,26,
F,3,Carbonate,107,,2,
F,3,Coralline algae,142,,35,
F,3,Carbonate,235,,93,
F,3,Coralline algae,271,,36,
F,3,Dead Acropora,283,,12,
F,3,Coralline algae,292,,9,
F,3,Carbonate,389,,97,
F,3,Favites pentagona,395,,6,
F,3,Carbonate,493,,98,
F,3,Galaxea fascicularis,501,,8,
F,3,Coralline algae Porolithon,521,,20,
F,3,Platygyra daedalea,563,,42,
F,3,Carbonate,575,,12,
F,3,Favites pentagona,595,,20,
F,3,Coralline algae,692,,97,
F,3,Leptoria phrygia,775,,83,
F,3,Carbonate,784,,9,
F,3,Dead Goniastrea retiformis,792,,8,
F,3,Coralline algae,815,,23,
F,3,Favites abdita,815,,0,
F,3,Carbonate,822,,7,
F,3,Galaxea fascicularis,825,,3,
F,3,Carbonate,850,,25,
F,3,Sponge,883,,33,
F,3,Sponge encrusting,885,,2,
F,3,Carbonate,910,,25,
F,3,Coralline algae Porolithon,945,,35,
F,3,Carbonate,1000,,55,
F,4,Carbonate,12,7,12,2
F,4,Porites lichen,15,,3,
F,4,Carbonate,62,,47,
F,4,Coralline algae,75,,13,
F,4,Carbonate,145,,70,
F,4,Coralline algae,192,,47,
F,4,Platygyra sinensis,285,,93,
F,4,Carbonate,321,,36,
F,4,Leptoria phrygia,326,,5,
F,4,Carbonate,350,,24,
F,4,Goniastrea retiformis,355,,5,
F,4,Leptoria phrygia,385,,30,
F,4,Carbonate,405,,20,
F,4,Halimeda,435,,30,
F,4,Soft coral Sinularia,441,,6,
F,4,Carbonate,502,,61,
F,4,Leptoria phrygia,503,,1,
F,4,Carbonate,694,,191,
F,4,Sand and Rubble,697,,3,
F,4,Carbonate,712,,15,
F,4,Heliopora coerulea,775,,63,
F,4,Carbonate,783,,8,
F,4,Heliopora coerulea,824,,41,
F,4,Carbonate,852,,28,
F,4,Platygyra sinensis,906,,54,
F,4,Carbonate,927,,21,
F,4,Heliopora coerulea,945,,18,
F,4,Porites rus,975,,30,
F,4,Sponge encrusting,992,,17,
F,4,Carbonate,1000,,8,
F,5,Heliopora coerulea,23,7.7,23,
F,5,Carbonate,71,,48,
F,5,Heliopora coerulea,125,,54,
F,5,Carbonate,242,,117,
F,5,Heliopora coerulea,248,,6,
F,5,Carbonate,315,,67,
F,5,Macroalgae Amphiroa,342,,27,
F,5,Porites rus,356,,14,
F,5,Carbonate,385,,29,
F,5,Sponge encrusting,407,,22,
F,5,Carbonate,478,,71,
F,5,Coralline algae,482,,4,
F,5,Galaxea fascicularis,487,,5,
F,5,Dead Platygrya sinensis,315,,-172,
F,5,Carbonate,531,,216,
F,5,Galaxea fascicularis,534,,3,
F,5,Carbonate,584,,50,
F,5,Porites rus,582,,-2,
F,5,Carbonate,628,,46,
F,5,Sponge encrusting,635,,7,
F,5,Carbonate,654,,19,
F,5,Leptoria phrygia,662,,8,
F,5,Sponge encrusting,668,,6,
F,5,Goniastrea retiformis,675,,7,
F,5,Carbonate,678,,3,
F,5,Coralline algae,705,,27,
F,5,Sponge,727,,22,
F,5,Coralline algae,735,,8,
F,5,Galaxea fascicularis,741,,6,
F,5,Favites pentagona,757,,16,
F,5,Coralline algae,835,,78,
F,5,Galaxea fascicularis,838,,3,
F,5,Coralline algae,899,,61,
F,5,Galaxea fascicularis,902,,3,
F,5,Coralline algae,910,,8,
F,5,Leptoria phrygia,945,,35,
F,5,Coralline algae,962,,17,
F,5,Porites rus,965,,3,
F,5,Coralline algae Porolithon,977,,12,
F,5,Sponge encrusting,1000,,23,
F,6,Sponge encrusting,22,8.6,22,1
F,6,Carbonate,103,,81,
F,6,Favites abdita,105,,2,
F,6,Coralline algae Porolithon,135,,30,
F,6,Carbonate,163,,28,
F,6,Coralline algae,172,,9,
F,6,Sponge encrusting,174,,2,
F,6,Carbonate,189,,15,
F,6,Porites rus,195,,6,
F,6,Sponge encrusting,235,,40,
F,6,Carbonate,294,,59,
F,6,Sponge,295,,1,
F,6,Carbonate,328,,33,
F,6,Heliopora coerulea,331,,3,
F,6,Heliopora coerulea,342,,11,
F,6,Carbonate,345,,3,
F,6,Heliopora coerulea,403,,58,
F,6,Carbonate,421,,18,
F,6,Heliopora coerulea,437,,16,
F,6,Dead Platygrya sinensis,465,,28,
F,6,Platygyra sinensis,467,,2,
F,6,Dead Platygrya sinensis,468,,1,
F,6,Leptoria phrygia,517,,49,
F,6,Galaxea fascicularis,518,,1,
F,6,Carbonate,522,,4,
F,6,Hydnophora microconus,545,,23,
F,6,Sponge encrusting,546,,1,
F,6,Porites lichen,552,,6,
F,6,Carbonate,558,,6,
F,6,Goniastrea retiformis,565,,7,
F,6,Carbonate,583,,18,
F,6,Goniastrea retiformis,582,,-1,
F,6,Carbonate,592,,10,
F,6,Porites lobata,593,,1,
F,6,Diploastrea heliopora,641,,48,
F,6,Coralline algae,655,,14,
F,6,Sponge encrusting,708,,53,
F,6,Carbonate,712,,4,
F,6,Soft coral Sinularia,721,,9,
F,6,Coralline algae,725,,4,
F,6,Sponge encrusting,744,,19,
F,6,Carbonate,765,,21,
F,6,Sponge encrusting,815,,50,
F,6,Halimeda,832,,17,
F,6,Leptoria phrygia,845,,13,
F,6,Coralline algae,860,,15,
F,6,Galaxea fascicularis,864,,4,
F,6,Coralline algae,887,,23,
F,6,Sponge encrusting,894,,7,
F,6,Carbonate,930,,36,
F,6,Dead Acropora,952,,22,
F,6,Sponge encrusting,965,,13,
F,6,Carbonate,982,,17,
F,6,Leptoria phrygia,985,,3,
F,6,Echinopora lamellosa,1000,,15,
B,1,Dead Acropora,23,8.4,23,
B,1,Carbonate,35,,12,
B,1,Dead Acropora,58,,23,
B,1,Carbonate,65,,7,
B,1,Heliopora coerulea,72,,7,
B,1,Galaxea fascicularis,103,,31,
B,1,Macroalgae Amphiroa,107,,4,
B,1,Coralline algae Porolithon,135,,28,
B,1,Acropora palifera,147,,12,
B,1,Heliopora coerulea,153,,6,
B,1,Carbonate,166,,13,
B,1,Acropora palifera,172,,6,
B,1,Carbonate,205,,33,
B,1,Porites rus,215,,10,
B,1,Carbonate,218,,3,
B,1,Acropora palifera,226,,8,
B,1,Hydnophora microconus,256,,30,
B,1,Carbonate,260,,4,
B,1,Dead Platygrya sinensis,267,,7,
B,1,Halimeda,341,,74,
B,1,Carbonate,358,,17,
B,1,Porites rus,361,,3,
B,1,Halimeda,385,,24,
B,1,Carbonate,392,,7,
B,1,Platygyra daedalea,425,,33,
B,1,Carbonate,428,,3,
B,1,Porites rus,435,,7,
B,1,Coralline algae Porolithon,441,,6,
B,1,Dead Leptoria phrygia,495,,54,
B,1,Halimeda,603,,108,
B,1,Sand,625,,22,
B,1,Halimeda,635,,10,
B,1,Platygyra daedalea,641,,6,
B,1,Dead Platygyra daedalea,663,,22,
B,1,Carbonate,671,,8,
B,1,Sponge encrusting,685,,14,
B,1,Coralline algae,705,,20,
B,1,Platygyra sinensis,835,,130,
B,1,Goniopora,842,,7,
B,1,Halimeda,851,,9,
B,1,Coralline algae Porolithon,877,,26,
B,1,Heliopora coerulea,881,,4,
B,1,Carbonate,935,,54,
B,1,Coralline algae,951,,16,
B,1,Coralline algae Porolithon,993,,42,
B,1,Carbonate,1000,,7,
B,2,Dead Platygrya sinensis,55,9.7,55,
B,2,Carbonate,72,,17,
B,2,Porites lobata,251,,179,
B,2,Halimeda,273,,22,
B,2,Porites lobata,285,,12,
B,2,Carbonate,291,,6,
B,2,Porites lobata,403,,112,
B,2,Carbonate,415,,12,
B,2,Halimeda,420,,5,
B,2,Porites lobata,512,,92,
B,2,Halimeda,522,,10,
B,2,Porites lobata,530,,8,
B,2,Halimeda,553,,23,
B,2,Porites lobata,624,,71,
B,2,Halimeda,671,,47,
B,2,Carbonate,695,,24,
B,2,Porites lobata,699,,4,
B,2,Carbonate,715,,16,
B,2,Porites lobata,743,,28,
B,2,Carbonate,749,,6,
B,2,Porites lobata,785,,36,
B,2,Heliopora coerulea,821,,36,
B,2,Porites lobata,853,,32,
B,2,Carbonate,863,,10,
B,2,Halimeda,871,,8,
B,2,Carbonate,902,,31,
B,2,Halimeda,915,,13,
B,2,Porites lobata,935,,20,
B,2,Carbonate,937,,2,
B,2,Sponge encrusting,942,,5,
B,2,Carbonate,945,,3,
B,2,Heliopora coerulea,951,,6,
B,2,Carbonate,1000,,49,
B,3,Heliopora coerulea,2,7.5,2,
B,3,Halimeda,11,,9,
B,3,Macroalgae Amphiroa,19,,8,
B,3,Heliopora coerulea,38,,19,
B,3,Carbonate,53,,15,
B,3,Turbinaria reniformis,54,,1,
B,3,Carbonate,97,,43,
B,3,Acropora palifera,105,,8,
B,3,Carbonate,120,,15,
B,3,Acropora palifera,222,,102,
B,3,Carbonate,231,,9,
B,3,Macroalgae Amphiroa,235,,4,
B,3,Sand and Rubble,238,,3,
B,3,Halimeda,239,,1,
B,3,Carbonate,255,,16,
B,3,Leptoria phrygia,275,,20,
B,3,Heliopora coerulea,295,,20,
B,3,Macroalgae Amphiroa,307,,12,
B,3,Carbonate,315,,8,
B,3,Macroalgae Amphiroa,326,,11,
B,3,Carbonate,342,,16,
B,3,Heliopora coerulea,365,,23,
B,3,Heliopora coerulea,428,,63,
B,3,Carbonate,451,,23,
B,3,Heliopora coerulea,455,,4,
B,3,Carbonate,526,,71,
B,3,Halimeda,528,,2,
B,3,Carbonate,571,,43,
B,3,Halimeda,625,,54,
B,3,Carbonate,628,,3,
B,3,Porites lobata,645,,17,
B,3,Coralline algae,671,,26,
B,3,Carbonate,707,,36,
B,3,Halimeda,727,,20,
B,3,Turbinaria mesenterina,735,,8,
B,3,Halimeda,741,,6,
B,3,Coralline algae,792,,51,
B,3,Leptoria phrygia,825,,33,
B,3,Halimeda,851,,26,
B,3,Carbonate,861,,10,
B,3,Leptoria phrygia,885,,24,
B,3,Coralline algae,941,,56,
B,3,Heliopora coerulea,985,,44,
B,3,Carbonate,995,,10,
B,3,Heliopora coerulea,1000,,5,
B,4,Heliopora coerulea,5,7.5,5,1
B,4,Halimeda,135,,130,
B,4,Acropora palifera,152,,17,
B,4,Halimeda,160,,8,
B,4,Sand and Rubble,175,,15,
B,4,Halimeda,197,,22,
B,4,Porites lobata,305,,108,
B,4,Halimeda,330,,25,
B,4,Acropora palifera,337,,7,
B,4,Halimeda,385,,48,
B,4,Porites lobata,409,,24,
B,4,Halimeda,415,,6,
B,4,Porites lobata,447,,32,
B,4,Halimeda,452,,5,
B,4,Heliopora coerulea,535,,83,
B,4,Coralline algae,542,,7,
B,4,Sponge encrusting,551,,9,
B,4,Carbonate,592,,41,
B,4,Porites rus,605,,13,
B,4,Carbonate,613,,8,
B,4,Acropora palifera,625,,12,
B,4,Carbonate,634,,9,
B,4,Acropora palifera,647,,13,
B,4,Carbonate,667,,20,
B,4,Acropora palifera,703,,36,
B,4,Carbonate,735,,32,
B,4,Acropora palifera,765,,30,
B,4,Coralline algae Porolithon,782,,17,
B,4,Carbonate,795,,13,
B,4,Acropora palifera,814,,19,
B,4,Carbonate,851,,37,
B,4,Heliopora coerulea,903,,52,
B,4,Sand and Rubble,941,,38,
B,4,Halimeda,972,,31,
B,4,Carbonate,1000,,28,
B,5,Coralline algae Porolithon,18,8.6,18,
B,5,Halimeda,22,,4,
B,5,Sand and Rubble,35,,13,
B,5,Carbonate,58,,23,
B,5,Platygyra sinensis,63,,5,
B,5,Carbonate,75,,12,
B,5,Coralline algae Porolithon,85,,10,
B,5,Platygyra sinensis,102,,17,
B,5,Dead Platygrya sinensis,122,,20,
B,5,Carbonate,175,,53,
B,5,Soft coral Xenia,178,,3,
B,5,Coralline algae,215,,37,
B,5,Acropora palifera,243,,28,
B,5,Coralline algae,255,,12,
B,5,Acropora palifera,263,,8,
B,5,Sponge encrusting,285,,22,
B,5,Halimeda,296,,11,
B,5,Coralline algae,315,,19,
B,5,Halimeda,320,,5,
B,5,Coralline algae,350,,30,
B,5,Halimeda,372,,22,
B,5,Coralline algae Porolithon,378,,6,
B,5,Halimeda,394,,16,
B,5,Carbonate,397,,3,
B,5,Dead Platygyra daedalea,421,,24,
B,5,Platygyra daedalea,427,,6,
B,5,Sponge encrusting,431,,4,
B,5,Coralline algae,462,,31,
B,5,Halimeda,465,,3,
B,5,Carbonate,483,,18,
B,5,Acropora palifera,531,,48,
B,5,Carbonate,598,,67,
B,5,Porites lobata,773,,175,
B,5,Carbonate,782,,9,
B,5,Porites lobata,801,,19,
B,5,Carbonate,815,,14,
B,5,Porites rus,832,,17,
B,5,Carbonate,975,,143,
B,5,Halimeda,1000,,25,
B,6,Carbonate,45,7.2,45,
B,6,Acropora palifera,62,,17,
B,6,Coralline algae Porolithon,83,,21,
B,6,Halimeda,105,,22,
B,6,Carbonate,122,,17,
B,6,Coralline algae,155,,33,
B,6,Sponge encrusting,175,,20,
B,6,Astrea stelligera,182,,7,
B,6,Carbonate,241,,59,
B,6,Halimeda,253,,12,
B,6,Sand and Rubble,365,,112,
B,6,Porites lobata,444,,79,
B,6,Carbonate,478,,34,
B,6,Porites lobata,864,,386,
B,6,Carbonate,972,,108,
B,6,Acropora palifera,1000,,28,
W,1,Porites rus,54,6.1,54,
W,1,Carbonate,68,,14,
W,1,Porites rus,135,,67,
W,1,Porites attenuata,172,,37,
W,1,Porites lobata,184,,12,
W,1,Diploastrea heliopora,229,,45,
W,1,Porites lobata,249,,20,
W,1,Porites attenuata,272,,23,
W,1,Carbonate,300,,28,
W,1,Porites cylindrica,327,,27,
W,1,Carbonate,345,,18,
W,1,Porites attenuata,371,,26,
W,1,Diploastrea heliopora,453,,82,
W,1,Carbonate,461,,8,
W,1,Porites lobata,498,,37,
W,1,Carbonate,512,,14,
W,1,Porites lobata,541,,29,
W,1,Porites attenuata,563,,22,
W,1,Carbonate,595,,32,
W,1,Porites lobata,651,,56,
W,1,Porites rus,704,,53,
W,1,Carbonate,719,,15,
W,1,Porites rus,749,,30,
W,1,Halimeda,775,,26,
W,1,Sand and Rubble,825,,50,
W,1,Halimeda,851,,26,
W,1,Carbonate,872,,21,
W,1,Porites lobata,917,,45,
W,1,Carbonate,922,,5,
W,1,Halimeda,965,,43,
W,1,Carbonate,1000,,35,
W,2,Carbonate,19,6.8,19,
W,2,Porites attenuata,45,,26,
W,2,Porites rus,63,,18,
W,2,Porites cylindrica,84,,21,
W,2,Carbonate,121,,37,
W,2,Halimeda,124,,3,
W,2,Porites rus,125,,1,
W,2,Halimeda,143,,18,
W,2,Carbonate,181,,38,
W,2,Fungia,185,,4,
W,2,Carbonate,230,,45,
W,2,Halimeda,235,,5,
W,2,Carbonate,241,,6,
W,2,Halimeda,275,,34,
W,2,Porites rus,310,,35,
W,2,Halimeda,313,,3,
W,2,Carbonate,325,,12,
W,2,Porites rus,330,,5,
W,2,Porites attenuata,375,,45,
W,2,Porites rus,402,,27,
W,2,Carbonate,410,,8,
W,2,Porites rus,515,,105,
W,2,Porites lobata,543,,28,
W,2,Porites rus,702,,159,
W,2,Carbonate,710,,8,
W,2,Porites rus,725,,15,
W,2,Goniopora lobata,730,,5,
W,2,Carbonate,741,,11,
W,2,Goniopora lobata,760,,19,
W,2,Porites rus,792,,32,
W,2,Goniopora lobata,814,,22,
W,2,Porites rus,886,,72,
W,2,Halimeda,905,,19,
W,2,Carbonate,947,,42,
W,2,Halimeda,985,,38,
W,2,Carbonate,1000,,15,
W,3,Carbonate,61,4.4,61,
W,3,Halimeda,85,,24,
W,3,Corallomorph,96,,11,
W,3,Carbonate,117,,21,
W,3,Porites attenuata,144,,27,
W,3,Porites rus,295,,151,
W,3,Corallomorph,303,,8,
W,3,Porites rus,462,,159,
W,3,Diploastrea heliopora,493,,31,
W,3,Porites rus,513,,20,
W,3,Porites attenuata,643,,130,
W,3,Porites rus,665,,22,
W,3,Carbonate,688,,23,
W,3,Porites rus,797,,109,
W,3,Halimeda,810,,13,
W,3,Porites rus,848,,38,
W,3,Silt,955,,107,
W,3,Heliopora coerulea,1000,,45,
W,4,Porites rus,22,7.5,22,
W,4,Halimeda,64,,42,
W,4,Carbonate,71,,7,
W,4,Porites rus,82,,11,
W,4,Carbonate,95,,13,
W,4,Halimeda,103,,8,
W,4,Porites rus,122,,19,
W,4,Halimeda,125,,3,
W,4,Carbonate,160,,35,
W,4,Halimeda,253,,93,
W,4,Porites rus,256,,3,
W,4,Carbonate,270,,14,
W,4,Halimeda,285,,15,
W,4,Carbonate,320,,35,
W,4,Halimeda,332,,12,
W,4,Porites rus,372,,40,
W,4,Rubble,405,,33,
W,4,Porites attenuata,411,,6,
W,4,Porites rus,425,,14,
W,4,Carbonate,483,,58,
W,4,Porites rus,491,,8,
W,4,Rubble,585,,94,
W,4,Carbonate,675,,90,
W,4,Leptoria phrygia,681,,6,
